r_id,r_pass_id,r_d_id,r_booked_time,r_status,r_start_time,r_pickup_location,r_drop_location,dist_covered_km,r_drop_location_changed,r_drop_location_changed_to,extra_dist_covered_km,total_dist_covered_km,r_drop_time,ride_fare,ride_tip,ride_cancelled_by_whom,cancellation_reason,penalty,payment_mode,payment_method,payment_mode_changed,payment_mode_changed_to,payment_status,driver_rating,r_v_id,r_shift,ride_surge_charge,coupons_alloted,coupon_used,ride_coupon_id,coupon_discount,coupon_amount,final_amount
R0011,P0255,D0131,2020-08-14 01:07:42,0,NA,Sudama Nagar,Khandwa Road,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V0771,Mid Night,0.0,['C0457'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0012,P0401,D0451,2020-07-30 05:21:04,1,2020-07-30 05:47:41,Silicon City (Rau),New Palasia,18,N,location not changed,0,18,2020-07-30 06:26:08,90,20,NA,NA,0,cash,cash,N,same mode,completed,3.9,V0428,Early Morning,22.5,['C0442'],N,No coupon_used,0.0,0.0,132.5
R0013,P0736,D0496,2020-08-09 12:11:38,1,2020-08-09 12:27:14,Khandwa Road,Geeta Bhawan,19,Y,South Tukoganj,7,26,2020-08-09 13:04:16,130,20,NA,NA,0,online,credit card,Y,cash,completed,3.4,V0560,Noon,0.0,['C0092'],Y,C0092,20.0,26.0,124.0
R0014,P0072,D0186,2020-10-16 06:40:13,1,2020-10-16 07:01:36,Bhawarkuan,AB Road (Agra Bombay Road),4,N,location not changed,0,4,2020-10-16 07:19:21,20,20,NA,NA,0,online,credit card,N,same mode,completed,1.3,V0500,Early Morning,5.0,"['C0323', 'C0592']",Y,C0592,20.0,4.0,41.0
R0015,P0841,D0540,2020-02-12 22:40:36,0,NA,Rau,Manorama Ganj,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V0809,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0016,P0296,D0385,2020-09-11 15:27:00,0,NA,Old Palasia,Geeta Bhawan,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V0612,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0017,P0889,D0526,2020-05-02 08:22:26,1,2020-05-02 08:38:02,Nipania,Annapurna Road,9,N,location not changed,0,9,2020-05-02 09:28:19,45,20,NA,NA,0,cash,cash,N,same mode,completed,1.8,V0593,Morning,0.0,"['C0088', 'C0233', 'C0467']",N,No coupon_used,0.0,0.0,65.0
R0018,P0162,D0137,2020-04-13 07:29:53,1,2020-04-13 07:54:59,Bicholi Mardana],Old Palasia,8,Y,Bhawarkuan,3,11,2020-04-13 08:52:10,55,50,NA,NA,0,cash,cash,N,same mode,completed,4.0,V0184,Early Morning,13.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,118.75
R0019,P0171,D0488,2020-02-12 11:24:11,1,2020-02-12 11:44:10,Scheme No. 54,Bengali Square,20,N,location not changed,0,20,2020-02-12 12:01:29,100,50,NA,NA,0,cash,cash,N,same mode,completed,1.4,V0803,Morning,0.0,['C0287'],Y,C0287,15.0,15.0,135.0
R0020,P0429,D0772,2020-12-01 01:24:32,1,2020-12-01 01:41:11,Scheme No. 54,Bengali Square,6,Y,Navlakha,10,16,2020-12-01 01:55:46,80,10,NA,NA,0,online,credit card,N,same mode,completed,1.5,V0786,Mid Night,20.0,"['C0379', 'C0397']",N,No coupon_used,0.0,0.0,110.0
R0021,P0891,D0337,2020-02-11 17:37:14,1,2020-02-11 17:59:09,Navlakha,Rajendra Nagar,19,Y,Annapurna Road,3,22,2020-02-11 18:38:00,110,0,NA,NA,0,cash,cash,N,same mode,completed,2.5,V0514,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R0022,P0970,D0461,2020-09-11 02:38:56,1,2020-09-11 03:06:02,Bhawarkuan,Silicon City (Rau),4,N,location not changed,0,4,2020-09-11 03:38:38,20,50,NA,NA,0,online,credit card,N,same mode,completed,3.1,V0035,Mid Night,5.0,"['C0438', 'C0558']",Y,C0558,20.0,4.0,71.0
R0023,P0109,D0496,2020-12-11 00:44:11,1,2020-12-11 01:13:23,Rajendra Nagar,Bengali Square,10,N,location not changed,0,10,2020-12-11 01:44:25,50,0,NA,NA,0,online,wallet,N,same mode,pending,4.6,V0560,Mid Night,12.5,['C0313'],N,No coupon_used,0.0,0.0,62.5
R0024,P0717,D0655,2020-04-19 12:02:40,0,NA,Nipania,Geeta Bhawan,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0239,Noon,0.0,['C0171'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0025,P0431,D0081,2020-08-23 02:21:03,1,2020-08-23 02:50:58,Bicholi Mardana],Silicon City (Rau),11,Y,Sudama Nagar,5,16,2020-08-23 03:18:52,80,10,NA,NA,0,online,wallet,N,same mode,failed,3.1,V0665,Mid Night,20.0,"['C0039', 'C0071']",Y,C0039,15.0,12.0,98.0
R0026,P0150,D0492,2020-03-31 01:11:58,1,2020-03-31 01:40:15,Vijay Nagar,Navlakha,11,Y,Bengali Square,7,18,2020-03-31 02:35:12,90,0,NA,NA,0,cash,cash,N,same mode,completed,4.2,V0479,Mid Night,22.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,112.5
R0027,P0016,D0222,2020-05-15 12:41:25,0,NA,Bengali Square,Silicon City (Rau),0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V0134,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0028,P0521,D0569,2020-10-27 14:38:33,1,2020-10-27 15:04:04,Geeta Bhawan,Rajendra Nagar,18,Y,Khandwa Road,16,34,2020-10-27 15:42:58,170,20,NA,NA,0,cash,cash,N,same mode,completed,1.5,V0087,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,190.0
R0029,P0097,D0040,2020-03-30 17:25:09,0,NA,New Palasia,Bengali Square,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V0703,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0030,P0936,D0487,2020-04-09 19:14:28,1,2020-04-09 19:32:05,Scheme No. 54,Bengali Square,10,N,location not changed,0,10,2020-04-09 20:28:30,50,20,NA,NA,0,cash,cash,N,same mode,completed,4.4,V0158,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,70.0
R0031,P0958,D0281,2020-03-15 06:39:25,1,2020-03-15 07:01:58,South Tukoganj,Sudama Nagar,14,N,location not changed,0,14,2020-03-15 07:36:52,70,0,NA,NA,0,cash,cash,N,same mode,completed,1.2,V0774,Early Morning,17.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,87.5
R0032,P0583,D0262,2020-02-22 19:52:57,0,NA,Navlakha,Annapurna Road,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0180,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0033,P0336,D0167,2020-11-18 19:27:14,0,NA,Bengali Square,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V0468,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0034,P0958,D0227,2020-01-16 06:50:55,1,2020-01-16 07:19:37,Khandwa Road,Bengali Square,9,Y,Old Palasia,15,24,2020-01-16 08:07:29,120,10,NA,NA,0,online,debit card,Y,cash,completed,1.7,V0705,Early Morning,30.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,160.0
R0035,P0830,D0412,2020-04-08 16:57:03,1,2020-04-08 17:26:47,Rajendra Nagar,Khandwa Road,19,N,location not changed,0,19,2020-04-08 18:13:59,95,0,NA,NA,0,cash,cash,Y,online,completed,1.1,V0834,Evening,0.0,['C0267'],N,No coupon_used,0.0,0.0,95.0
R0036,P0316,D0081,2020-04-28 12:21:56,1,2020-04-28 12:38:31,Manorama Ganj,Palasia,15,Y,Rajendra Nagar,19,34,2020-04-28 13:19:23,170,10,NA,NA,0,cash,cash,N,same mode,completed,2.1,V0665,Noon,0.0,"['C0009', 'C0409']",N,No coupon_used,0.0,0.0,180.0
R0037,P0700,D0337,2020-01-16 14:11:46,1,2020-01-16 14:41:18,AB Road (Agra Bombay Road),Bengali Square,8,N,location not changed,0,8,2020-01-16 15:17:23,40,20,NA,NA,0,online,debit card,N,same mode,completed,1.4,V0514,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,60.0
R0038,P0479,D0553,2020-02-02 07:39:05,1,2020-02-02 07:58:57,Silicon City (Rau),Khandwa Road,16,N,location not changed,0,16,2020-02-02 08:37:47,80,20,NA,NA,0,cash,cash,N,same mode,completed,4.0,V0559,Early Morning,20.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,120.0
R0039,P0987,D0082,2020-09-08 06:27:56,1,2020-09-08 06:47:53,Navlakha,Old Palasia,14,N,location not changed,0,14,2020-09-08 07:12:33,70,10,NA,NA,0,cash,cash,N,same mode,completed,4.8,V0012,Early Morning,17.5,"['C0186', 'C0270', 'C0291']",Y,C0186,20.0,14.0,83.5
R0040,P0088,D0636,2020-07-18 12:55:36,1,2020-07-18 13:24:32,South Tukoganj,AB Road (Agra Bombay Road),20,Y,Sudama Nagar,18,38,2020-07-18 13:39:15,190,50,NA,NA,0,cash,cash,N,same mode,completed,4.9,V0039,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,240.0
R0041,P0177,D0668,2020-08-08 07:06:06,0,NA,Manorama Ganj,Sudama Nagar,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V0259,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0042,P0157,D0340,2020-11-20 17:55:54,0,NA,Old Palasia,Navlakha,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0387,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0043,P0482,D0536,2020-12-02 11:40:52,1,2020-12-02 12:07:43,Bengali Square,Bhawarkuan,18,Y,Manorama Ganj,10,28,2020-12-02 12:46:21,140,50,NA,NA,0,cash,cash,N,same mode,completed,4.9,V0655,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,190.0
R0044,P0547,D0169,2020-08-13 12:53:12,1,2020-08-13 13:17:08,Manorama Ganj,Navlakha,20,N,location not changed,0,20,2020-08-13 14:08:31,100,20,NA,NA,0,cash,cash,N,same mode,completed,1.5,V0684,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,120.0
R0045,P0467,D0492,2020-02-02 23:11:24,0,NA,Annapurna Road,Bengali Square,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V0479,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0046,P0681,D0521,2020-03-07 16:58:45,0,NA,Sudama Nagar,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0533,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0047,P0354,D0175,2020-05-06 21:36:08,0,NA,Annapurna Road,Geeta Bhawan,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V0828,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0048,P0206,D0053,2020-12-21 00:45:36,1,2020-12-21 01:03:25,Scheme No. 54,Palasia,19,N,location not changed,0,19,2020-12-21 01:19:38,95,50,NA,NA,0,online,credit card,N,same mode,completed,2.7,V0022,Mid Night,23.75,['C0547'],N,No coupon_used,0.0,0.0,168.75
R0049,P0594,D0463,2020-02-08 10:17:53,0,NA,Bicholi Mardana],Palasia,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V0222,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0050,P0404,D0623,2020-01-01 18:30:09,1,2020-01-01 18:45:13,Scheme No. 54,Rau,7,N,location not changed,0,7,2020-01-01 18:56:56,35,10,NA,NA,0,online,wallet,N,same mode,completed,3.5,V0838,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,45.0
R0051,P0782,D0725,2020-06-19 10:32:07,0,NA,Palasia,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V0472,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0052,P0069,D0673,2020-02-01 13:01:05,1,2020-02-01 13:22:43,Annapurna Road,Nipania,12,N,location not changed,0,12,2020-02-01 14:13:59,60,20,NA,NA,0,cash,cash,N,same mode,completed,3.4,V0029,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,80.0
R0053,P0775,D0509,2020-08-23 08:53:02,1,2020-08-23 09:17:37,Bicholi Mardana],South Tukoganj,12,N,location not changed,0,12,2020-08-23 09:59:15,60,20,NA,NA,0,cash,cash,N,same mode,completed,2.7,V0200,Morning,0.0,"['C0212', 'C0292']",Y,C0292,5.0,3.0,77.0
R0054,P0292,D0352,2020-02-17 07:51:20,1,2020-02-17 08:08:24,Old Palasia,Geeta Bhawan,3,N,location not changed,0,3,2020-02-17 09:04:23,15,10,NA,NA,0,online,debit card,N,same mode,completed,2.0,V0843,Early Morning,3.75,['C0197'],Y,C0197,20.0,3.0,25.75
R0055,P0995,D0485,2020-07-15 16:17:22,0,NA,Palasia,Rau,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0028,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0056,P0203,D0102,2020-02-18 09:25:10,1,2020-02-18 09:54:12,Rau,Rajendra Nagar,6,N,location not changed,0,6,2020-02-18 10:30:58,30,20,NA,NA,0,online,wallet,N,same mode,completed,2.5,V0435,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,50.0
R0057,P0084,D0665,2020-09-18 22:36:24,1,2020-09-18 22:53:36,Navlakha,Rau,10,Y,Bengali Square,12,22,2020-09-18 23:14:55,110,50,NA,NA,0,cash,cash,N,same mode,completed,4.8,V0611,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,160.0
R0058,P0494,D0383,2020-10-27 00:13:28,1,2020-10-27 00:39:28,AB Road (Agra Bombay Road),Rau,11,N,location not changed,0,11,2020-10-27 01:13:38,55,50,NA,NA,0,online,upi,N,same mode,completed,1.5,V0203,Mid Night,13.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,118.75
R0059,P0946,D0504,2020-09-01 16:33:57,1,2020-09-01 16:55:56,Bhawarkuan,AB Road (Agra Bombay Road),6,N,location not changed,0,6,2020-09-01 17:43:57,30,0,NA,NA,0,online,upi,N,same mode,completed,4.8,V0777,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,30.0
R0060,P0992,D0637,2020-01-23 06:45:06,1,2020-01-23 07:03:23,Bengali Square,South Tukoganj,7,Y,AB Road (Agra Bombay Road),18,25,2020-01-23 07:54:47,125,50,NA,NA,0,online,credit card,N,same mode,completed,3.9,V0046,Early Morning,31.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,206.25
R0061,P0606,D0578,2020-09-30 12:30:10,1,2020-09-30 12:47:17,Bhawarkuan,South Tukoganj,15,Y,Palasia,10,25,2020-09-30 12:57:27,125,50,NA,NA,0,online,upi,N,same mode,completed,3.2,V0367,Noon,0.0,['C0352'],Y,C0352,20.0,25.0,150.0
R0062,P0274,D0524,2020-04-12 08:19:51,1,2020-04-12 08:44:15,Vijay Nagar,Rau,3,N,location not changed,0,3,2020-04-12 08:55:50,15,50,NA,NA,0,cash,cash,N,same mode,completed,1.8,V0598,Morning,0.0,"['C0035', 'C0123']",Y,C0123,15.0,2.25,62.75
R0063,P0400,D0008,2020-08-26 04:14:09,0,NA,Bhawarkuan,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0572,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0064,P0529,D0710,2020-09-21 22:38:45,1,2020-09-21 23:07:52,Rau,Bhawarkuan,10,Y,South Tukoganj,11,21,2020-09-21 23:37:29,105,0,NA,NA,0,online,debit card,N,same mode,completed,2.8,V0471,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R0065,P0679,D0744,2020-09-06 02:43:07,1,2020-09-06 03:05:17,Manorama Ganj,Palasia,5,Y,Rau,2,7,2020-09-06 03:53:47,35,0,NA,NA,0,cash,cash,Y,online,completed,2.3,V0153,Mid Night,8.75,['C0310'],Y,C0310,20.0,7.0,36.75
R0066,P0006,D0100,2020-05-28 07:30:16,1,2020-05-28 07:51:15,Bhawarkuan,Bengali Square,4,Y,Palasia,5,9,2020-05-28 08:18:49,45,20,NA,NA,0,cash,cash,Y,online,completed,4.1,V0748,Early Morning,11.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,76.25
R0067,P0957,D0508,2020-03-18 08:07:11,0,NA,Khandwa Road,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0335,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0068,P0888,D0746,2020-02-08 14:37:25,1,2020-02-08 14:57:04,Bicholi Mardana],Bengali Square,18,N,location not changed,0,18,2020-02-08 15:24:27,90,10,NA,NA,0,online,credit card,N,same mode,completed,2.0,V0460,Noon,0.0,"['C0390', 'C0507']",Y,C0507,15.0,13.5,86.5
R0069,P0840,D0201,2020-09-06 15:29:58,0,NA,Vijay Nagar,Manorama Ganj,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0440,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0070,P0265,D0261,2020-05-20 10:28:28,1,2020-05-20 10:48:10,Rajendra Nagar,Silicon City (Rau),8,N,location not changed,0,8,2020-05-20 11:44:47,40,20,NA,NA,0,cash,cash,N,same mode,completed,4.3,V0831,Morning,0.0,['C0020'],N,No coupon_used,0.0,0.0,60.0
R0071,P0148,D0698,2020-04-08 23:49:16,1,2020-04-09 00:10:28,Vijay Nagar,Khandwa Road,4,N,location not changed,0,4,2020-04-09 00:47:58,20,0,NA,NA,0,online,credit card,N,same mode,completed,1.0,V0819,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,20.0
R0072,P0694,D0530,2020-11-07 17:26:59,0,NA,Scheme No. 54,Geeta Bhawan,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V0326,Evening,0.0,"['C0005', 'C0317', 'C0400']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R0073,P0778,D0400,2020-06-28 13:37:45,0,NA,AB Road (Agra Bombay Road),Geeta Bhawan,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V0204,Noon,0.0,['C0563'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0074,P0338,D0532,2020-03-10 13:25:38,1,2020-03-10 13:52:02,Nipania,Bengali Square,7,Y,New Palasia,20,27,2020-03-10 14:03:06,135,10,NA,NA,0,online,credit card,Y,cash,completed,3.7,V0356,Noon,0.0,['C0373'],Y,C0373,15.0,20.25,124.75
R0075,P0842,D0453,2020-12-27 04:01:40,1,2020-12-27 04:21:38,Annapurna Road,Bengali Square,5,Y,Navlakha,2,7,2020-12-27 04:51:56,35,10,NA,NA,0,online,wallet,N,same mode,completed,4.6,V0181,Early Morning,8.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,53.75
R0076,P0935,D0648,2020-04-25 05:41:46,1,2020-04-25 06:10:51,Sudama Nagar,Navlakha,20,N,location not changed,0,20,2020-04-25 06:34:34,100,0,NA,NA,0,cash,cash,N,same mode,completed,4.1,V0456,Early Morning,25.0,['C0102'],N,No coupon_used,0.0,0.0,125.0
R0077,P0086,D0722,2020-09-07 05:33:53,0,NA,Sudama Nagar,Khandwa Road,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0810,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0078,P0054,D0105,2020-07-15 02:39:24,0,NA,Annapurna Road,Sudama Nagar,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0545,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0079,P0469,D0017,2020-10-16 17:56:45,0,NA,Palasia,Silicon City (Rau),0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0483,Evening,0.0,['C0061'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0080,P0700,D0135,2020-10-31 23:46:05,1,2020-11-01 00:03:31,Rau,Silicon City (Rau),19,Y,AB Road (Agra Bombay Road),5,24,2020-11-01 00:16:35,120,20,NA,NA,0,online,wallet,N,same mode,completed,3.3,V0782,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,140.0
R0081,P0376,D0389,2020-12-24 23:45:18,1,2020-12-25 00:11:23,Annapurna Road,Bicholi Mardana],2,Y,Sudama Nagar,3,5,2020-12-25 00:28:45,25,0,NA,NA,0,cash,cash,Y,online,completed,4.8,V0694,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,25.0
R0082,P0124,D0294,2020-09-05 11:24:04,1,2020-09-05 11:50:39,Nipania,Geeta Bhawan,6,N,location not changed,0,6,2020-09-05 12:03:45,30,50,NA,NA,0,cash,cash,N,same mode,completed,2.3,V0228,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,80.0
R0083,P0851,D0690,2020-09-29 07:21:27,0,NA,Annapurna Road,Navlakha,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V0624,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0084,P0383,D0112,2020-10-16 02:33:05,1,2020-10-16 02:48:25,Geeta Bhawan,Old Palasia,2,Y,Bengali Square,18,20,2020-10-16 03:17:19,100,10,NA,NA,0,online,upi,N,same mode,completed,1.1,V0318,Mid Night,25.0,"['C0153', 'C0295']",N,No coupon_used,0.0,0.0,135.0
R0085,P0409,D0603,2020-08-04 02:24:15,1,2020-08-04 02:47:40,Annapurna Road,Silicon City (Rau),2,N,location not changed,0,2,2020-08-04 03:27:58,10,50,NA,NA,0,online,debit card,N,same mode,completed,2.2,V0509,Mid Night,2.5,['C0257'],N,No coupon_used,0.0,0.0,62.5
R0086,P0132,D0700,2020-12-28 02:27:26,0,NA,Manorama Ganj,South Tukoganj,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0564,Mid Night,0.0,['C0360'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R0087,P0986,D0525,2020-03-22 03:02:04,1,2020-03-22 03:25:17,South Tukoganj,Bhawarkuan,15,Y,Silicon City (Rau),11,26,2020-03-22 04:22:28,130,50,NA,NA,0,cash,cash,Y,online,completed,2.6,V0287,Mid Night,32.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,212.5
R0088,P0184,D0761,2020-05-10 05:12:55,1,2020-05-10 05:40:34,Navlakha,Bhawarkuan,15,Y,Old Palasia,4,19,2020-05-10 06:12:04,95,0,NA,NA,0,cash,cash,N,same mode,completed,3.2,V0209,Early Morning,23.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,118.75
