r_id,r_pass_id,r_d_id,r_booked_time,r_status,r_start_time,r_pickup_location,r_drop_location,dist_covered_km,r_drop_location_changed,r_drop_location_changed_to,extra_dist_covered_km,total_dist_covered_km,r_drop_time,ride_fare,ride_tip,ride_cancelled_by_whom,cancellation_reason,penalty,payment_mode,payment_method,payment_mode_changed,payment_mode_changed_to,payment_status,driver_rating,r_v_id,r_shift,ride_surge_charge,coupons_alloted,coupon_used,ride_coupon_id,coupon_discount,coupon_amount,final_amount
R8011,P2617,D2093,2022-10-28 17:00:03,0,NA,Bicholi Mardana],Old Palasia,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V2683,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8012,P3151,D2133,2022-07-18 12:23:21,0,NA,Palasia,Rau,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1988,Noon,0.0,['C2115'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8013,P2433,D2558,2022-07-24 04:09:32,1,2022-07-24 04:32:51,Annapurna Road,Bhawarkuan,17,N,location not changed,0,17,2022-07-24 05:00:40,85,0,NA,NA,0,cash,cash,N,same mode,completed,4.1,V1957,Early Morning,21.25,['C1434'],N,No coupon_used,0.0,0.0,106.25
R8014,P3696,D2631,2022-01-16 19:10:13,1,2022-01-16 19:27:50,Silicon City (Rau),Navlakha,20,N,location not changed,0,20,2022-01-16 20:08:43,100,50,NA,NA,0,online,debit card,N,same mode,completed,4.8,V2038,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,150.0
R8015,P3058,D2365,2022-09-23 16:36:27,1,2022-09-23 17:03:02,Old Palasia,Bicholi Mardana],8,N,location not changed,0,8,2022-09-23 17:40:11,40,50,NA,NA,0,online,debit card,N,same mode,completed,2.3,V1785,Evening,0.0,['C1594'],Y,C1594,5.0,2.0,88.0
R8016,P3051,D2428,2022-08-19 11:59:38,0,NA,Vijay Nagar,Bhawarkuan,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1859,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8017,P3606,D2016,2022-07-17 16:19:02,1,2022-07-17 16:36:12,Sudama Nagar,AB Road (Agra Bombay Road),5,Y,Nipania,12,17,2022-07-17 17:16:11,85,10,NA,NA,0,cash,cash,N,same mode,completed,1.5,V1921,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R8018,P2288,D2270,2022-10-31 01:15:25,1,2022-10-31 01:36:56,Scheme No. 54,Manorama Ganj,6,Y,Palasia,19,25,2022-10-31 02:08:49,125,50,NA,NA,0,online,credit card,Y,cash,completed,3.3,V2679,Mid Night,31.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,206.25
R8019,P3036,D2195,2022-12-26 01:36:03,1,2022-12-26 02:03:18,Old Palasia,Palasia,9,N,location not changed,0,9,2022-12-26 02:43:11,45,50,NA,NA,0,online,debit card,N,same mode,completed,3.0,V1762,Mid Night,11.25,"['C1822', 'C2127', 'C2206', 'C2251']",N,No coupon_used,0.0,0.0,106.25
R8020,P2523,D2364,2022-03-08 01:22:58,1,2022-03-08 01:48:42,Manorama Ganj,AB Road (Agra Bombay Road),10,Y,Palasia,2,12,2022-03-08 02:20:57,60,10,NA,NA,0,cash,cash,N,same mode,completed,1.4,V2569,Mid Night,15.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,85.0
R8021,P2455,D2113,2022-09-13 06:48:33,0,NA,Sudama Nagar,Old Palasia,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V1868,Early Morning,0.0,['C1461'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8022,P2219,D2586,2022-03-16 13:46:38,1,2022-03-16 14:06:03,Nipania,Bicholi Mardana],4,N,location not changed,0,4,2022-03-16 14:31:15,20,0,NA,NA,0,online,upi,N,same mode,completed,4.8,V2717,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,20.0
R8023,P2230,D1998,2022-09-05 21:23:33,1,2022-09-05 21:47:28,New Palasia,Bengali Square,14,N,location not changed,0,14,2022-09-05 22:46:19,70,0,NA,NA,0,cash,cash,N,same mode,completed,2.7,V2702,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,70.0
R8024,P2333,D2047,2022-03-25 13:10:27,0,NA,South Tukoganj,Sudama Nagar,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V2542,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8025,P2581,D2044,2022-04-22 05:12:49,0,NA,Palasia,Geeta Bhawan,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V2304,Early Morning,0.0,['C2285'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8026,P3122,D1782,2022-05-05 14:35:47,1,2022-05-05 15:04:47,AB Road (Agra Bombay Road),South Tukoganj,9,N,location not changed,0,9,2022-05-05 15:17:51,45,50,NA,NA,0,cash,cash,N,same mode,completed,2.5,V2002,Noon,0.0,"['C1467', 'C2107']",Y,C1467,15.0,6.75,88.25
R8027,P3117,D1830,2022-12-26 22:04:27,1,2022-12-26 22:30:49,Rau,Sudama Nagar,9,Y,South Tukoganj,16,25,2022-12-26 22:54:18,125,0,NA,NA,0,cash,cash,N,same mode,completed,2.5,V2618,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,125.0
R8028,P3669,D2492,2022-06-23 05:23:15,1,2022-06-23 05:40:10,Scheme No. 54,Old Palasia,15,N,location not changed,0,15,2022-06-23 06:33:14,75,50,NA,NA,0,online,credit card,N,same mode,pending,3.0,V1783,Early Morning,18.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,143.75
R8029,P3101,D2738,2022-07-21 07:46:44,1,2022-07-21 08:01:54,Rau,Manorama Ganj,18,Y,Vijay Nagar,14,32,2022-07-21 08:15:45,160,20,NA,NA,0,online,debit card,N,same mode,completed,4.6,V2573,Early Morning,40.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,220.0
R8030,P3231,D2139,2022-09-09 05:03:34,1,2022-09-09 05:28:09,Palasia,Silicon City (Rau),19,N,location not changed,0,19,2022-09-09 05:51:53,95,20,NA,NA,0,cash,cash,N,same mode,completed,4.0,V2416,Early Morning,23.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,138.75
R8031,P2780,D2698,2022-05-08 06:21:50,1,2022-05-08 06:48:01,Bengali Square,Palasia,16,Y,AB Road (Agra Bombay Road),13,29,2022-05-08 07:44:16,145,10,NA,NA,0,online,upi,N,same mode,completed,4.4,V2271,Early Morning,36.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,191.25
R8032,P2292,D2105,2022-04-29 00:11:34,1,2022-04-29 00:29:54,Silicon City (Rau),Sudama Nagar,9,N,location not changed,0,9,2022-04-29 01:23:47,45,0,NA,NA,0,online,credit card,N,same mode,completed,2.8,V1761,Mid Night,11.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,56.25
R8033,P2690,D1912,2022-10-22 07:29:39,1,2022-10-22 07:57:30,Bhawarkuan,Manorama Ganj,16,N,location not changed,0,16,2022-10-22 08:17:20,80,10,NA,NA,0,cash,cash,N,same mode,completed,2.3,V2218,Early Morning,20.0,"['C1444', 'C1455']",N,No coupon_used,0.0,0.0,110.0
R8034,P3389,D1782,2022-06-07 22:51:49,1,2022-06-07 23:19:00,Palasia,Vijay Nagar,5,N,location not changed,0,5,2022-06-07 23:42:59,25,50,NA,NA,0,online,credit card,N,same mode,completed,2.3,V2002,Night,0.0,['C2113'],Y,C2113,5.0,1.25,73.75
R8035,P2976,D2404,2022-01-24 05:12:06,1,2022-01-24 05:41:46,Sudama Nagar,South Tukoganj,6,N,location not changed,0,6,2022-01-24 05:53:11,30,20,NA,NA,0,cash,cash,N,same mode,completed,3.8,V2721,Early Morning,7.5,['C1833'],Y,C1833,20.0,6.0,51.5
R8036,P2842,D2389,2022-11-15 01:53:08,0,NA,South Tukoganj,New Palasia,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V2313,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8037,P3075,D2666,2022-03-29 23:46:40,0,NA,Bengali Square,Rajendra Nagar,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2128,Night,0.0,['C1845'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8038,P2346,D2350,2022-12-20 04:19:31,0,NA,South Tukoganj,Bengali Square,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2380,Early Morning,0.0,"['C1571', 'C1700']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R8039,P3579,D1900,2022-03-06 20:24:58,1,2022-03-06 20:44:17,Nipania,Bicholi Mardana],18,N,location not changed,0,18,2022-03-06 21:28:05,90,20,NA,NA,0,online,wallet,N,same mode,failed,1.3,V2214,Night,0.0,['C1545'],Y,C1545,15.0,13.5,96.5
R8040,P2316,D2573,2022-06-28 05:20:31,1,2022-06-28 05:41:19,Navlakha,Scheme No. 54,8,Y,Geeta Bhawan,9,17,2022-06-28 06:09:32,85,10,NA,NA,0,cash,cash,N,same mode,completed,3.9,V2561,Early Morning,21.25,"['C1547', 'C1889', 'C2092', 'C2307', 'C2375']",N,No coupon_used,0.0,0.0,116.25
R8041,P2288,D2278,2022-01-03 08:12:32,1,2022-01-03 08:41:14,Khandwa Road,Navlakha,15,N,location not changed,0,15,2022-01-03 09:34:14,75,0,NA,NA,0,online,wallet,N,same mode,completed,3.8,V2657,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R8042,P2545,D1958,2022-11-06 23:30:28,0,NA,Scheme No. 54,Bhawarkuan,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1759,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8043,P3241,D2482,2022-03-19 12:05:23,0,NA,Rau,Vijay Nagar,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V2092,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8044,P2947,D2023,2022-09-29 05:39:11,0,NA,Khandwa Road,Rau,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V1912,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8045,P2283,D2036,2022-10-13 03:41:39,1,2022-10-13 04:00:58,Scheme No. 54,Annapurna Road,15,N,location not changed,0,15,2022-10-13 05:00:54,75,20,NA,NA,0,cash,cash,N,same mode,completed,1.6,V2750,Mid Night,18.75,"['C1858', 'C1901', 'C2048']",N,No coupon_used,0.0,0.0,113.75
R8046,P3625,D2346,2022-10-23 19:33:44,1,2022-10-23 20:02:02,Rau,Sudama Nagar,9,Y,South Tukoganj,10,19,2022-10-23 21:01:25,95,50,NA,NA,0,cash,cash,N,same mode,completed,1.2,V2715,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,145.0
R8047,P2638,D2235,2022-07-30 14:04:31,1,2022-07-30 14:27:26,Scheme No. 54,Bicholi Mardana],8,N,location not changed,0,8,2022-07-30 14:48:37,40,0,NA,NA,0,online,upi,N,same mode,completed,2.4,V1918,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,40.0
R8048,P3563,D2522,2022-09-11 22:58:30,1,2022-09-11 23:22:00,Bengali Square,Old Palasia,2,N,location not changed,0,2,2022-09-12 00:01:13,10,10,NA,NA,0,cash,cash,N,same mode,completed,4.9,V1869,Night,0.0,['C2389'],Y,C2389,15.0,1.5,18.5
R8049,P3602,D2346,2022-10-30 12:59:01,1,2022-10-30 13:25:10,South Tukoganj,Geeta Bhawan,17,N,location not changed,0,17,2022-10-30 13:55:37,85,0,NA,NA,0,cash,cash,N,same mode,completed,4.8,V2715,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,85.0
R8050,P2394,D2500,2022-10-27 08:59:12,1,2022-10-27 09:15:14,Bengali Square,Old Palasia,14,Y,Rau,11,25,2022-10-27 09:31:50,125,20,NA,NA,0,online,wallet,N,same mode,completed,1.9,V2236,Morning,0.0,['C1703'],Y,C1703,15.0,18.75,126.25
R8051,P2833,D2738,2022-05-19 07:19:49,0,NA,Manorama Ganj,Bhawarkuan,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2573,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8052,P2239,D2649,2022-04-01 03:52:05,1,2022-04-01 04:09:53,Vijay Nagar,South Tukoganj,12,Y,Bhawarkuan,15,27,2022-04-01 04:53:51,135,10,NA,NA,0,cash,cash,N,same mode,completed,3.3,V2124,Mid Night,33.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,178.75
R8053,P2768,D2048,2022-10-24 08:21:28,1,2022-10-24 08:45:37,Bicholi Mardana],Vijay Nagar,20,N,location not changed,0,20,2022-10-24 09:40:35,100,10,NA,NA,0,online,wallet,N,same mode,completed,1.0,V2617,Morning,0.0,['C2358'],N,No coupon_used,0.0,0.0,110.0
R8054,P2422,D2515,2022-07-20 17:26:26,1,2022-07-20 17:45:49,Annapurna Road,Scheme No. 54,10,N,location not changed,0,10,2022-07-20 18:38:14,50,10,NA,NA,0,online,debit card,N,same mode,completed,5.0,V1980,Evening,0.0,['C1874'],N,No coupon_used,0.0,0.0,60.0
R8055,P3688,D1892,2022-06-27 17:51:33,0,NA,Vijay Nagar,Bhawarkuan,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V2747,Evening,0.0,['C2155'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8056,P2252,D2678,2022-07-18 17:38:03,1,2022-07-18 18:04:14,Bengali Square,AB Road (Agra Bombay Road),3,N,location not changed,0,3,2022-07-18 18:49:21,15,10,NA,NA,0,online,wallet,N,same mode,completed,4.0,V2374,Evening,0.0,"['C2096', 'C2395']",Y,C2395,15.0,2.25,22.75
R8057,P3408,D2057,2022-12-22 18:36:16,1,2022-12-22 18:52:47,New Palasia,Khandwa Road,5,Y,Rau,18,23,2022-12-22 19:30:23,115,0,NA,NA,0,cash,cash,N,same mode,completed,4.8,V2090,Evening,0.0,"['C1964', 'C2216']",N,No coupon_used,0.0,0.0,115.0
R8058,P2242,D2549,2022-11-05 14:17:09,1,2022-11-05 14:44:06,Geeta Bhawan,Palasia,9,N,location not changed,0,9,2022-11-05 15:40:32,45,20,NA,NA,0,cash,cash,N,same mode,completed,3.2,V2612,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,65.0
R8059,P3012,D2002,2022-05-15 02:06:26,1,2022-05-15 02:27:58,Annapurna Road,Geeta Bhawan,4,N,location not changed,0,4,2022-05-15 02:54:21,20,20,NA,NA,0,online,debit card,N,same mode,completed,4.5,V2238,Mid Night,5.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,45.0
R8060,P2300,D2705,2022-03-01 16:30:15,0,NA,Sudama Nagar,Vijay Nagar,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2552,Evening,0.0,"['C1522', 'C1971', 'C2073']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R8061,P3380,D2197,2022-05-18 18:04:13,1,2022-05-18 18:21:26,Rajendra Nagar,Nipania,3,Y,Rajendra Nagar,13,16,2022-05-18 18:35:48,80,10,NA,NA,0,online,debit card,N,same mode,completed,3.5,V2700,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,90.0
R8062,P3391,D2080,2022-06-25 17:51:56,0,NA,Silicon City (Rau),South Tukoganj,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V2723,Evening,0.0,['C2045'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8063,P2383,D2347,2022-01-19 18:43:11,0,NA,Khandwa Road,Navlakha,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1904,Evening,0.0,['C2028'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8064,P3027,D2526,2022-01-04 13:11:04,1,2022-01-04 13:32:53,Sudama Nagar,Navlakha,3,Y,Old Palasia,17,20,2022-01-04 14:27:23,100,0,NA,NA,0,cash,cash,N,same mode,completed,1.3,V2183,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R8065,P2326,D2500,2022-02-21 00:33:35,1,2022-02-21 00:58:18,Bicholi Mardana],Geeta Bhawan,9,N,location not changed,0,9,2022-02-21 01:51:57,45,50,NA,NA,0,online,debit card,N,same mode,completed,4.5,V2236,Mid Night,11.25,['C1861'],N,No coupon_used,0.0,0.0,106.25
R8066,P2572,D1858,2022-12-22 03:53:47,1,2022-12-22 04:11:59,Bicholi Mardana],Rau,13,Y,Nipania,2,15,2022-12-22 04:30:53,75,20,NA,NA,0,cash,cash,N,same mode,completed,4.1,V2468,Mid Night,18.75,['C1565'],N,No coupon_used,0.0,0.0,113.75
R8067,P3084,D2080,2022-07-19 04:55:31,0,NA,Vijay Nagar,Silicon City (Rau),0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V2723,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8068,P2499,D1849,2022-07-13 18:59:59,1,2022-07-13 19:27:27,Rau,Geeta Bhawan,17,N,location not changed,0,17,2022-07-13 20:20:24,85,50,NA,NA,0,cash,cash,N,same mode,completed,4.8,V2606,Evening,0.0,['C2388'],Y,C2388,15.0,12.75,122.25
R8069,P2856,D2639,2022-01-07 07:48:14,1,2022-01-07 08:08:32,Bhawarkuan,South Tukoganj,13,N,location not changed,0,13,2022-01-07 09:06:14,65,10,NA,NA,0,online,debit card,N,same mode,completed,2.8,V2706,Early Morning,16.25,"['C1701', 'C2012']",Y,C2012,5.0,3.25,88.0
R8070,P2253,D2292,2022-02-20 07:52:16,1,2022-02-20 08:16:53,New Palasia,Khandwa Road,14,Y,Nipania,16,30,2022-02-20 08:34:38,150,10,NA,NA,0,online,credit card,N,same mode,completed,3.6,V2222,Early Morning,37.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,197.5
R8071,P2794,D2200,2022-07-11 02:43:06,1,2022-07-11 03:08:07,Nipania,Scheme No. 54,13,N,location not changed,0,13,2022-07-11 03:43:21,65,50,NA,NA,0,cash,cash,Y,online,completed,1.6,V1951,Mid Night,16.25,['C1641'],N,No coupon_used,0.0,0.0,131.25
R8072,P2432,D1912,2022-05-13 12:11:58,1,2022-05-13 12:36:40,Old Palasia,Bengali Square,4,N,location not changed,0,4,2022-05-13 13:36:27,20,50,NA,NA,0,online,wallet,N,same mode,completed,3.7,V2218,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,70.0
R8073,P3596,D2683,2022-06-07 00:43:57,1,2022-06-07 01:06:49,Navlakha,Rau,15,Y,Nipania,18,33,2022-06-07 01:43:16,165,50,NA,NA,0,cash,cash,N,same mode,completed,4.0,V2537,Mid Night,41.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,256.25
R8074,P2716,D1768,2022-09-17 16:59:58,1,2022-09-17 17:28:07,AB Road (Agra Bombay Road),Rau,3,N,location not changed,0,3,2022-09-17 18:07:23,15,0,NA,NA,0,cash,cash,N,same mode,completed,3.7,V1799,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,15.0
R8075,P2407,D2687,2022-08-17 12:05:53,1,2022-08-17 12:33:51,New Palasia,Bhawarkuan,8,N,location not changed,0,8,2022-08-17 13:24:50,40,10,NA,NA,0,online,upi,N,same mode,completed,2.6,V2620,Noon,0.0,['C1549'],Y,C1549,5.0,2.0,48.0
R8076,P2822,D1789,2022-04-04 19:41:51,0,NA,Rajendra Nagar,Bhawarkuan,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V2235,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R8077,P3428,D2711,2022-04-02 18:50:44,1,2022-04-02 19:09:19,Annapurna Road,Bengali Square,5,Y,New Palasia,14,19,2022-04-02 20:08:48,95,0,NA,NA,0,online,credit card,N,same mode,completed,1.4,V1955,Evening,0.0,['C1691'],N,No coupon_used,0.0,0.0,95.0
R8078,P2360,D2495,2022-12-15 08:57:58,1,2022-12-15 09:18:03,Scheme No. 54,South Tukoganj,11,N,location not changed,0,11,2022-12-15 09:33:43,55,50,NA,NA,0,cash,cash,N,same mode,completed,2.6,V2622,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R8079,P2610,D2427,2022-09-22 17:08:01,1,2022-09-22 17:24:59,Bicholi Mardana],Rau,18,N,location not changed,0,18,2022-09-22 17:48:48,90,20,NA,NA,0,online,credit card,N,same mode,completed,3.9,V1803,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R8080,P3649,D2121,2022-02-27 04:34:01,1,2022-02-27 04:59:50,New Palasia,Geeta Bhawan,12,Y,Rajendra Nagar,13,25,2022-02-27 05:25:25,125,10,NA,NA,0,cash,cash,N,same mode,completed,2.6,V2600,Early Morning,31.25,['C1585'],N,No coupon_used,0.0,0.0,166.25
R8081,P3192,D1918,2022-10-14 22:15:38,1,2022-10-14 22:42:07,Bhawarkuan,Manorama Ganj,19,N,location not changed,0,19,2022-10-14 23:00:23,95,10,NA,NA,0,online,credit card,N,same mode,completed,4.9,V2068,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,105.0
R8082,P2552,D2540,2022-10-27 09:38:34,1,2022-10-27 10:06:55,South Tukoganj,Rajendra Nagar,20,N,location not changed,0,20,2022-10-27 11:01:44,100,10,NA,NA,0,online,debit card,N,same mode,completed,2.4,V2524,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R8083,P3389,D2516,2022-07-20 13:34:37,1,2022-07-20 13:53:40,Manorama Ganj,Silicon City (Rau),14,N,location not changed,0,14,2022-07-20 14:25:33,70,10,NA,NA,0,online,debit card,N,same mode,completed,3.3,V2643,Noon,0.0,['C2113'],Y,C2113,5.0,3.5,76.5
R8084,P2648,D2634,2022-04-10 15:44:27,1,2022-04-10 16:06:23,Old Palasia,Rau,8,N,location not changed,0,8,2022-04-10 16:45:35,40,50,NA,NA,0,cash,cash,Y,online,completed,2.9,V2685,Noon,0.0,['C2121'],Y,C2121,15.0,6.0,84.0
R8085,P2288,D2564,2022-05-24 23:09:45,1,2022-05-24 23:28:14,Rau,Navlakha,18,N,location not changed,0,18,2022-05-24 23:48:24,90,50,NA,NA,0,cash,cash,N,same mode,completed,2.5,V2725,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,140.0
R8086,P3267,D2483,2022-02-03 02:19:55,1,2022-02-03 02:37:51,Khandwa Road,Palasia,13,N,location not changed,0,13,2022-02-03 03:21:45,65,0,NA,NA,0,online,upi,N,same mode,completed,4.9,V2273,Mid Night,16.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,81.25
R8087,P2781,D1802,2022-10-04 15:31:03,1,2022-10-04 15:59:50,Geeta Bhawan,Annapurna Road,5,N,location not changed,0,5,2022-10-04 16:22:40,25,10,NA,NA,0,cash,cash,N,same mode,completed,1.4,V2296,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,35.0
R8088,P2847,D2461,2022-03-28 23:33:19,1,2022-03-28 23:59:20,New Palasia,South Tukoganj,19,Y,Silicon City (Rau),4,23,2022-03-29 00:49:32,115,10,NA,NA,0,cash,cash,N,same mode,completed,4.3,V2503,Night,0.0,['C1831'],Y,C1831,15.0,17.25,107.75
