r_id,feedback_id,v_id,v_type,questions,answers
R8025,F1425,V2380,Auto,how was the drivers behavior,2
R8026,F1426,V2249,Bike,rate the use of helmet of your driver,1
R8026,F1426,V2249,Bike,rate the friendliness of your driver,4
R8028,F1428,V2481,Auto,rate the cleanliness of your cab,3
R8028,F1428,V2481,Auto,how was the drivers behavior,1
R8032,F1432,V2240,Four wheeler,rate the cleanliness of your cab,1
R8032,F1432,V2240,Four wheeler,how was the drivers behavior,4
R8033,F1433,V2288,Bike,rate the use of helmet of your driver,2
R8033,F1433,V2288,Bike,rate the friendliness of your driver,3
R8036,F1436,V2689,Four wheeler,rate the cleanliness of your cab,3
R8036,F1436,V2689,Four wheeler,how was the drivers behavior,4
R8037,F1437,V1854,Auto,rate the cleanliness of your cab,4
R8037,F1437,V1854,Auto,how was the drivers behavior,4
R8039,F1439,V1947,Bike,rate the use of helmet of your driver,2
R8039,F1439,V1947,Bike,rate the friendliness of your driver,3
R8040,F1440,V2343,Four wheeler,rate the cleanliness of your cab,3
R8040,F1440,V2343,Four wheeler,how was the drivers behavior,1
R8042,F1442,V2379,Auto,rate the cleanliness of your cab,3
R8042,F1442,V2379,Auto,how was the drivers behavior,2
R8044,F1444,V2668,Auto,rate the cleanliness of your cab,2
R8044,F1444,V2668,Auto,how was the drivers behavior,4
R8046,F1446,V1991,Four wheeler,rate the cleanliness of your cab,4
R8046,F1446,V1991,Four wheeler,how was the drivers behavior,4
R8047,F1447,V1777,Four wheeler,rate the cleanliness of your cab,1
R8047,F1447,V1777,Four wheeler,how was the drivers behavior,1
R8048,F1448,V2194,Four wheeler,rate the cleanliness of your cab,4
R8048,F1448,V2194,Four wheeler,how was the drivers behavior,1
R8049,F1449,V2229,Auto,rate the cleanliness of your cab,4
R8049,F1449,V2229,Auto,how was the drivers behavior,1
R8050,F1450,V2122,Four wheeler,rate the cleanliness of your cab,3
R8050,F1450,V2122,Four wheeler,how was the drivers behavior,2
R8051,F1451,V2381,Auto,rate the cleanliness of your cab,4
R8051,F1451,V2381,Auto,how was the drivers behavior,3
R8052,F1452,V2356,Four wheeler,rate the cleanliness of your cab,4
R8052,F1452,V2356,Four wheeler,how was the drivers behavior,4
R8053,F1453,V1911,Bike,rate the use of helmet of your driver,4
R8053,F1453,V1911,Bike,rate the friendliness of your driver,3
R8056,F1456,V2483,Four wheeler,rate the cleanliness of your cab,2
R8056,F1456,V2483,Four wheeler,how was the drivers behavior,1
R8057,F1457,V2146,Four wheeler,rate the cleanliness of your cab,4
R8057,F1457,V2146,Four wheeler,how was the drivers behavior,2
R8058,F1458,V2569,Auto,rate the cleanliness of your cab,4
R8058,F1458,V2569,Auto,how was the drivers behavior,2
R8060,F1460,V1973,Bike,rate the use of helmet of your driver,2
R8060,F1460,V1973,Bike,rate the friendliness of your driver,3
R8062,F1462,V2068,Auto,rate the cleanliness of your cab,3
R8062,F1462,V2068,Auto,how was the drivers behavior,1
R8063,F1463,V2233,Four wheeler,rate the cleanliness of your cab,3
R8063,F1463,V2233,Four wheeler,how was the drivers behavior,1
R8065,F1465,V1999,Auto,rate the cleanliness of your cab,3
R8065,F1465,V1999,Auto,how was the drivers behavior,4
R8067,F1467,V2047,Four wheeler,rate the cleanliness of your cab,3
R8067,F1467,V2047,Four wheeler,how was the drivers behavior,1
R8068,F1468,V2095,Four wheeler,rate the cleanliness of your cab,3
R8068,F1468,V2095,Four wheeler,how was the drivers behavior,3
R8069,F1469,V1943,Auto,rate the cleanliness of your cab,4
R8069,F1469,V1943,Auto,how was the drivers behavior,2
R8070,F1470,V2380,Auto,rate the cleanliness of your cab,1
R8070,F1470,V2380,Auto,how was the drivers behavior,3
R8071,F1471,V2457,Four wheeler,rate the cleanliness of your cab,2
R8071,F1471,V2457,Four wheeler,how was the drivers behavior,4
R8073,F1473,V2104,Auto,rate the cleanliness of your cab,1
R8073,F1473,V2104,Auto,how was the drivers behavior,2
R8075,F1475,V2184,Four wheeler,rate the cleanliness of your cab,1
R8075,F1475,V2184,Four wheeler,how was the drivers behavior,2
R8077,F1477,V2534,Bike,rate the use of helmet of your driver,1
R8077,F1477,V2534,Bike,rate the friendliness of your driver,2
R8078,F1478,V2296,Four wheeler,rate the cleanliness of your cab,1
R8078,F1478,V2296,Four wheeler,how was the drivers behavior,3
R8079,F1479,V1946,Bike,rate the use of helmet of your driver,2
R8079,F1479,V1946,Bike,rate the friendliness of your driver,4
R8080,F1480,V2269,Auto,rate the cleanliness of your cab,2
R8080,F1480,V2269,Auto,how was the drivers behavior,4
R8081,F1481,V2582,Bike,rate the use of helmet of your driver,3
R8081,F1481,V2582,Bike,rate the friendliness of your driver,2
R8082,F1482,V1844,Four wheeler,rate the cleanliness of your cab,1
R8082,F1482,V1844,Four wheeler,how was the drivers behavior,4
R8083,F1483,V2475,Bike,rate the use of helmet of your driver,4
R8083,F1483,V2475,Bike,rate the friendliness of your driver,1
R8084,F1484,V2527,Auto,rate the cleanliness of your cab,3
R8084,F1484,V2527,Auto,how was the drivers behavior,1
R8085,F1485,V2135,Four wheeler,rate the cleanliness of your cab,3
R8085,F1485,V2135,Four wheeler,how was the drivers behavior,1
R8089,F1489,V2708,Bike,rate the use of helmet of your driver,3
R8089,F1489,V2708,Bike,rate the friendliness of your driver,2
R8090,F1490,V2309,Bike,rate the use of helmet of your driver,2
R8090,F1490,V2309,Bike,rate the friendliness of your driver,3
R8091,F1491,V2303,Auto,rate the cleanliness of your cab,4
R8091,F1491,V2303,Auto,how was the drivers behavior,3
R8092,F1492,V2282,Auto,rate the cleanliness of your cab,1
R8092,F1492,V2282,Auto,how was the drivers behavior,2
R8095,F1495,V1830,Auto,rate the cleanliness of your cab,3
R8095,F1495,V1830,Auto,how was the drivers behavior,4
R8096,F1496,V2419,Auto,rate the cleanliness of your cab,4
R8096,F1496,V2419,Auto,how was the drivers behavior,4
R8097,F1497,V2521,Auto,rate the cleanliness of your cab,1
R8097,F1497,V2521,Auto,how was the drivers behavior,4
R8098,F1498,V2075,Auto,rate the cleanliness of your cab,1
R8098,F1498,V2075,Auto,how was the drivers behavior,3
R8099,F1499,V1973,Bike,rate the use of helmet of your driver,1
R8099,F1499,V1973,Bike,rate the friendliness of your driver,1
R8100,F1500,V2042,Auto,rate the cleanliness of your cab,3
R8100,F1500,V2042,Auto,how was the drivers behavior,1
R8102,F1502,V1921,Four wheeler,rate the cleanliness of your cab,3
R8102,F1502,V1921,Four wheeler,how was the drivers behavior,4
R8103,F1503,V2721,Auto,rate the cleanliness of your cab,4
R8103,F1503,V2721,Auto,how was the drivers behavior,3
R8105,F1505,V1934,Bike,rate the use of helmet of your driver,3
R8105,F1505,V1934,Bike,rate the friendliness of your driver,2
R8107,F1507,V2461,Auto,rate the cleanliness of your cab,3
R8107,F1507,V2461,Auto,how was the drivers behavior,2
R8108,F1508,V1911,Bike,rate the use of helmet of your driver,3
R8108,F1508,V1911,Bike,rate the friendliness of your driver,1
R8109,F1509,V1994,Auto,rate the cleanliness of your cab,1
R8109,F1509,V1994,Auto,how was the drivers behavior,2
R8110,F1510,V1993,Auto,rate the cleanliness of your cab,4
R8110,F1510,V1993,Auto,how was the drivers behavior,2
R8111,F1511,V2104,Auto,rate the cleanliness of your cab,4
R8111,F1511,V2104,Auto,how was the drivers behavior,4
R8113,F1513,V2587,Auto,rate the cleanliness of your cab,1
R8113,F1513,V2587,Auto,how was the drivers behavior,2
R8114,F1514,V2174,Bike,rate the use of helmet of your driver,2
R8114,F1514,V2174,Bike,rate the friendliness of your driver,1
R8116,F1516,V2275,Bike,rate the use of helmet of your driver,2
R8116,F1516,V2275,Bike,rate the friendliness of your driver,2
R8117,F1517,V1847,Auto,rate the cleanliness of your cab,2
R8117,F1517,V1847,Auto,how was the drivers behavior,2
R8118,F1518,V2292,Bike,rate the use of helmet of your driver,2
R8118,F1518,V2292,Bike,rate the friendliness of your driver,4
R8119,F1519,V2019,Auto,rate the cleanliness of your cab,3
R8119,F1519,V2019,Auto,how was the drivers behavior,3
R8121,F1521,V2525,Bike,rate the use of helmet of your driver,1
R8121,F1521,V2525,Bike,rate the friendliness of your driver,1
R8122,F1522,V2274,Four wheeler,rate the cleanliness of your cab,3
R8122,F1522,V2274,Four wheeler,how was the drivers behavior,3
R8123,F1523,V2713,Auto,rate the cleanliness of your cab,4
R8123,F1523,V2713,Auto,how was the drivers behavior,2
R8125,F1525,V1897,Auto,rate the cleanliness of your cab,2
R8125,F1525,V1897,Auto,how was the drivers behavior,4
R8126,F1526,V1911,Bike,rate the use of helmet of your driver,1
R8126,F1526,V1911,Bike,rate the friendliness of your driver,2
R8127,F1527,V2205,Auto,rate the cleanliness of your cab,2
R8127,F1527,V2205,Auto,how was the drivers behavior,2
R8128,F1528,V1784,Bike,rate the use of helmet of your driver,1
R8128,F1528,V1784,Bike,rate the friendliness of your driver,4
R8129,F1529,V1898,Bike,rate the use of helmet of your driver,1
R8129,F1529,V1898,Bike,rate the friendliness of your driver,3
R8130,F1530,V2705,Auto,rate the cleanliness of your cab,3
R8130,F1530,V2705,Auto,how was the drivers behavior,4
R8131,F1531,V2717,Auto,rate the cleanliness of your cab,2
R8131,F1531,V2717,Auto,how was the drivers behavior,3
R8133,F1533,V1964,Four wheeler,rate the cleanliness of your cab,3
R8133,F1533,V1964,Four wheeler,how was the drivers behavior,4
R8134,F1534,V1804,Bike,rate the use of helmet of your driver,3
R8134,F1534,V1804,Bike,rate the friendliness of your driver,3
R8136,F1536,V2509,Bike,rate the use of helmet of your driver,3
R8136,F1536,V2509,Bike,rate the friendliness of your driver,2
R8137,F1537,V2353,Auto,rate the cleanliness of your cab,2
R8137,F1537,V2353,Auto,how was the drivers behavior,4
R8138,F1538,V2528,Auto,rate the cleanliness of your cab,3
R8138,F1538,V2528,Auto,how was the drivers behavior,2
R8139,F1539,V2432,Bike,rate the use of helmet of your driver,3
R8139,F1539,V2432,Bike,rate the friendliness of your driver,4
R8140,F1540,V2250,Four wheeler,rate the cleanliness of your cab,2
R8140,F1540,V2250,Four wheeler,how was the drivers behavior,3
R8142,F1542,V1784,Bike,rate the use of helmet of your driver,3
R8142,F1542,V1784,Bike,rate the friendliness of your driver,2
R8143,F1543,V2115,Auto,rate the cleanliness of your cab,4
R8143,F1543,V2115,Auto,how was the drivers behavior,3
R8147,F1547,V2000,Four wheeler,rate the cleanliness of your cab,2
R8147,F1547,V2000,Four wheeler,how was the drivers behavior,4
R8148,F1548,V2267,Auto,rate the cleanliness of your cab,4
R8148,F1548,V2267,Auto,how was the drivers behavior,4
R8150,F1550,V1872,Auto,rate the cleanliness of your cab,1
R8150,F1550,V1872,Auto,how was the drivers behavior,2
R8151,F1551,V2572,Auto,rate the cleanliness of your cab,4
R8151,F1551,V2572,Auto,how was the drivers behavior,4
R8152,F1552,V1882,Bike,rate the use of helmet of your driver,3
R8152,F1552,V1882,Bike,rate the friendliness of your driver,4
R8153,F1553,V2028,Bike,rate the use of helmet of your driver,1
R8153,F1553,V2028,Bike,rate the friendliness of your driver,3
R8154,F1554,V2224,Auto,rate the cleanliness of your cab,1
R8154,F1554,V2224,Auto,how was the drivers behavior,2
R8156,F1556,V2525,Bike,rate the use of helmet of your driver,1
R8156,F1556,V2525,Bike,rate the friendliness of your driver,2
R8157,F1557,V2437,Bike,rate the use of helmet of your driver,4
R8157,F1557,V2437,Bike,rate the friendliness of your driver,1
R8158,F1558,V1754,Four wheeler,rate the cleanliness of your cab,1
R8158,F1558,V1754,Four wheeler,how was the drivers behavior,4
R8159,F1559,V2548,Four wheeler,rate the cleanliness of your cab,2
R8159,F1559,V2548,Four wheeler,how was the drivers behavior,2
R8160,F1560,V1891,Bike,rate the use of helmet of your driver,1
R8160,F1560,V1891,Bike,rate the friendliness of your driver,4
R8161,F1561,V2079,Auto,rate the cleanliness of your cab,4
R8161,F1561,V2079,Auto,how was the drivers behavior,2
R8162,F1562,V2599,Auto,rate the cleanliness of your cab,3
R8162,F1562,V2599,Auto,how was the drivers behavior,3
R8166,F1566,V2508,Four wheeler,rate the cleanliness of your cab,2
R8166,F1566,V2508,Four wheeler,how was the drivers behavior,2
R8167,F1567,V2028,Bike,rate the use of helmet of your driver,4
R8167,F1567,V2028,Bike,rate the friendliness of your driver,4
R8168,F1568,V2021,Four wheeler,rate the cleanliness of your cab,4
R8168,F1568,V2021,Four wheeler,how was the drivers behavior,2
R8172,F1572,V2048,Auto,rate the cleanliness of your cab,2
R8172,F1572,V2048,Auto,how was the drivers behavior,1
R8174,F1574,V2734,Auto,rate the cleanliness of your cab,1
R8174,F1574,V2734,Auto,how was the drivers behavior,2
R8177,F1577,V2477,Four wheeler,rate the cleanliness of your cab,4
R8177,F1577,V2477,Four wheeler,how was the drivers behavior,4
R8178,F1578,V2252,Bike,rate the use of helmet of your driver,4
R8178,F1578,V2252,Bike,rate the friendliness of your driver,2
R8181,F1581,V1802,Bike,rate the use of helmet of your driver,3
R8181,F1581,V1802,Bike,rate the friendliness of your driver,3
R8183,F1583,V2022,Auto,rate the cleanliness of your cab,1
R8183,F1583,V2022,Auto,how was the drivers behavior,3
R8184,F1584,V2337,Auto,rate the cleanliness of your cab,2
R8184,F1584,V2337,Auto,how was the drivers behavior,4
R8186,F1586,V2718,Four wheeler,rate the cleanliness of your cab,3
R8186,F1586,V2718,Four wheeler,how was the drivers behavior,3
R8187,F1587,V2708,Bike,rate the use of helmet of your driver,3
R8187,F1587,V2708,Bike,rate the friendliness of your driver,1
R8188,F1588,V2127,Four wheeler,rate the cleanliness of your cab,4
R8188,F1588,V2127,Four wheeler,how was the drivers behavior,3
R8189,F1589,V2645,Bike,rate the use of helmet of your driver,3
R8189,F1589,V2645,Bike,rate the friendliness of your driver,4
R8190,F1590,V2151,Auto,rate the cleanliness of your cab,4
R8190,F1590,V2151,Auto,how was the drivers behavior,2
R8191,F1591,V2176,Auto,rate the cleanliness of your cab,3
R8191,F1591,V2176,Auto,how was the drivers behavior,2
R8193,F1593,V2465,Bike,rate the use of helmet of your driver,2
R8193,F1593,V2465,Bike,rate the friendliness of your driver,1
R8195,F1595,V2148,Bike,rate the use of helmet of your driver,3
R8195,F1595,V2148,Bike,rate the friendliness of your driver,3
R8197,F1597,V2138,Four wheeler,rate the cleanliness of your cab,2
R8197,F1597,V2138,Four wheeler,how was the drivers behavior,4
R8201,F1601,V2588,Auto,rate the cleanliness of your cab,2
R8201,F1601,V2588,Auto,how was the drivers behavior,2
R8204,F1604,V2226,Four wheeler,rate the cleanliness of your cab,2
R8204,F1604,V2226,Four wheeler,how was the drivers behavior,1
R8205,F1605,V2203,Four wheeler,rate the cleanliness of your cab,3
R8205,F1605,V2203,Four wheeler,how was the drivers behavior,4
R8206,F1606,V2197,Four wheeler,rate the cleanliness of your cab,2
R8206,F1606,V2197,Four wheeler,how was the drivers behavior,3
R8208,F1608,V1799,Four wheeler,rate the cleanliness of your cab,2
R8208,F1608,V1799,Four wheeler,how was the drivers behavior,1
R8209,F1609,V2669,Four wheeler,rate the cleanliness of your cab,3
R8209,F1609,V2669,Four wheeler,how was the drivers behavior,4
R8211,F1611,V2177,Four wheeler,rate the cleanliness of your cab,4
R8211,F1611,V2177,Four wheeler,how was the drivers behavior,2
R8214,F1614,V2427,Bike,rate the use of helmet of your driver,1
R8214,F1614,V2427,Bike,rate the friendliness of your driver,4
R8215,F1615,V2257,Bike,rate the use of helmet of your driver,3
R8215,F1615,V2257,Bike,rate the friendliness of your driver,4
R8216,F1616,V2049,Bike,rate the use of helmet of your driver,2
R8216,F1616,V2049,Bike,rate the friendliness of your driver,3
R8218,F1618,V2034,Four wheeler,rate the cleanliness of your cab,1
R8218,F1618,V2034,Four wheeler,how was the drivers behavior,3
R8219,F1619,V2409,Bike,rate the use of helmet of your driver,3
R8219,F1619,V2409,Bike,rate the friendliness of your driver,4
R8220,F1620,V1970,Auto,rate the cleanliness of your cab,1
R8220,F1620,V1970,Auto,how was the drivers behavior,1
R8221,F1621,V1969,Bike,rate the use of helmet of your driver,1
R8221,F1621,V1969,Bike,rate the friendliness of your driver,3
R8222,F1622,V2625,Four wheeler,rate the cleanliness of your cab,1
R8222,F1622,V2625,Four wheeler,how was the drivers behavior,4
R8223,F1623,V2557,Bike,rate the use of helmet of your driver,4
R8223,F1623,V2557,Bike,rate the friendliness of your driver,3
R8225,F1625,V2627,Auto,rate the cleanliness of your cab,3
R8225,F1625,V2627,Auto,how was the drivers behavior,3
R8229,F1629,V2497,Four wheeler,rate the cleanliness of your cab,2
R8229,F1629,V2497,Four wheeler,how was the drivers behavior,3
R8230,F1630,V2359,Auto,rate the cleanliness of your cab,1
R8230,F1630,V2359,Auto,how was the drivers behavior,1
R8231,F1631,V2551,Auto,rate the cleanliness of your cab,1
R8231,F1631,V2551,Auto,how was the drivers behavior,2
R8232,F1632,V2342,Bike,rate the use of helmet of your driver,1
R8232,F1632,V2342,Bike,rate the friendliness of your driver,2
R8233,F1633,V1908,Four wheeler,rate the cleanliness of your cab,4
R8233,F1633,V1908,Four wheeler,how was the drivers behavior,2
R8234,F1634,V1868,Auto,rate the cleanliness of your cab,2
R8234,F1634,V1868,Auto,how was the drivers behavior,1
R8237,F1637,V1824,Four wheeler,rate the cleanliness of your cab,2
R8237,F1637,V1824,Four wheeler,how was the drivers behavior,1
R8238,F1638,V2467,Bike,rate the use of helmet of your driver,1
R8238,F1638,V2467,Bike,rate the friendliness of your driver,1
R8239,F1639,V2261,Auto,rate the cleanliness of your cab,4
R8239,F1639,V2261,Auto,how was the drivers behavior,2
R8240,F1640,V1952,Auto,rate the cleanliness of your cab,4
R8240,F1640,V1952,Auto,how was the drivers behavior,2
R8241,F1641,V2745,Auto,rate the cleanliness of your cab,1
R8241,F1641,V2745,Auto,how was the drivers behavior,2
R8242,F1642,V2720,Bike,rate the use of helmet of your driver,4
R8242,F1642,V2720,Bike,rate the friendliness of your driver,4
R8243,F1643,V1837,Auto,rate the cleanliness of your cab,3
R8243,F1643,V1837,Auto,how was the drivers behavior,3
R8244,F1644,V2140,Four wheeler,rate the cleanliness of your cab,3
R8244,F1644,V2140,Four wheeler,how was the drivers behavior,4
R8245,F1645,V2593,Four wheeler,rate the cleanliness of your cab,1
R8245,F1645,V2593,Four wheeler,how was the drivers behavior,3
R8246,F1646,V2079,Auto,rate the cleanliness of your cab,2
R8246,F1646,V2079,Auto,how was the drivers behavior,3
R8247,F1647,V2246,Auto,rate the cleanliness of your cab,4
R8247,F1647,V2246,Auto,how was the drivers behavior,1
R8248,F1648,V2101,Bike,rate the use of helmet of your driver,3
R8248,F1648,V2101,Bike,rate the friendliness of your driver,1
R8249,F1649,V1878,Four wheeler,rate the cleanliness of your cab,2
R8249,F1649,V1878,Four wheeler,how was the drivers behavior,1
R8251,F1651,V2297,Four wheeler,rate the cleanliness of your cab,3
R8251,F1651,V2297,Four wheeler,how was the drivers behavior,1
R8252,F1652,V1781,Auto,rate the cleanliness of your cab,1
R8252,F1652,V1781,Auto,how was the drivers behavior,3
R8256,F1656,V2306,Four wheeler,rate the cleanliness of your cab,4
R8256,F1656,V2306,Four wheeler,how was the drivers behavior,3
R8257,F1657,V2156,Bike,rate the use of helmet of your driver,4
R8257,F1657,V2156,Bike,rate the friendliness of your driver,4
R8258,F1658,V1753,Four wheeler,rate the cleanliness of your cab,3
R8258,F1658,V1753,Four wheeler,how was the drivers behavior,1
R8259,F1659,V2724,Four wheeler,rate the cleanliness of your cab,1
R8259,F1659,V2724,Four wheeler,how was the drivers behavior,4
R8260,F1660,V1984,Bike,rate the use of helmet of your driver,3
R8260,F1660,V1984,Bike,rate the friendliness of your driver,1
R8261,F1661,V2561,Auto,rate the cleanliness of your cab,1
R8261,F1661,V2561,Auto,how was the drivers behavior,4
R8262,F1662,V1911,Bike,rate the use of helmet of your driver,4
R8262,F1662,V1911,Bike,rate the friendliness of your driver,2
R8263,F1663,V1959,Auto,rate the cleanliness of your cab,2
R8263,F1663,V1959,Auto,how was the drivers behavior,4
R8264,F1664,V2620,Auto,rate the cleanliness of your cab,2
R8264,F1664,V2620,Auto,how was the drivers behavior,2
R8266,F1666,V2127,Four wheeler,rate the cleanliness of your cab,2
R8266,F1666,V2127,Four wheeler,how was the drivers behavior,3
R8267,F1667,V2058,Auto,rate the cleanliness of your cab,3
R8267,F1667,V2058,Auto,how was the drivers behavior,1
R8269,F1669,V1833,Bike,rate the use of helmet of your driver,4
R8269,F1669,V1833,Bike,rate the friendliness of your driver,3
R8270,F1670,V2545,Four wheeler,rate the cleanliness of your cab,4
R8270,F1670,V2545,Four wheeler,how was the drivers behavior,2
R8271,F1671,V2741,Four wheeler,rate the cleanliness of your cab,2
R8271,F1671,V2741,Four wheeler,how was the drivers behavior,2
R8273,F1673,V2113,Bike,rate the use of helmet of your driver,1
R8273,F1673,V2113,Bike,rate the friendliness of your driver,3
R8274,F1674,V2522,Auto,rate the cleanliness of your cab,4
R8274,F1674,V2522,Auto,how was the drivers behavior,3
R8277,F1677,V1816,Four wheeler,rate the cleanliness of your cab,1
R8277,F1677,V1816,Four wheeler,how was the drivers behavior,3
R8278,F1678,V2265,Bike,rate the use of helmet of your driver,4
R8278,F1678,V2265,Bike,rate the friendliness of your driver,4
R8279,F1679,V1847,Auto,rate the cleanliness of your cab,3
R8279,F1679,V1847,Auto,how was the drivers behavior,3
R8280,F1680,V2674,Four wheeler,rate the cleanliness of your cab,2
R8280,F1680,V2674,Four wheeler,how was the drivers behavior,2
R8282,F1682,V2647,Auto,rate the cleanliness of your cab,4
R8282,F1682,V2647,Auto,how was the drivers behavior,2
R8283,F1683,V1774,Auto,rate the cleanliness of your cab,1
R8283,F1683,V1774,Auto,how was the drivers behavior,3
R8284,F1684,V2249,Bike,rate the use of helmet of your driver,2
R8284,F1684,V2249,Bike,rate the friendliness of your driver,3
R8285,F1685,V1855,Bike,rate the use of helmet of your driver,1
R8285,F1685,V1855,Bike,rate the friendliness of your driver,2
R8286,F1686,V2453,Auto,rate the cleanliness of your cab,2
R8286,F1686,V2453,Auto,how was the drivers behavior,1
R8287,F1687,V2104,Auto,rate the cleanliness of your cab,4
R8287,F1687,V2104,Auto,how was the drivers behavior,1
R8288,F1688,V1954,Four wheeler,rate the cleanliness of your cab,2
R8288,F1688,V1954,Four wheeler,how was the drivers behavior,3
R8289,F1689,V2357,Bike,rate the use of helmet of your driver,4
R8289,F1689,V2357,Bike,rate the friendliness of your driver,1
R8290,F1690,V1794,Four wheeler,rate the cleanliness of your cab,4
R8290,F1690,V1794,Four wheeler,how was the drivers behavior,2
R8291,F1691,V1882,Bike,rate the use of helmet of your driver,3
R8291,F1691,V1882,Bike,rate the friendliness of your driver,2
R8292,F1692,V2080,Auto,rate the cleanliness of your cab,4
R8292,F1692,V2080,Auto,how was the drivers behavior,4
R8295,F1695,V2277,Auto,rate the cleanliness of your cab,3
R8295,F1695,V2277,Auto,how was the drivers behavior,2
R8296,F1696,V2480,Four wheeler,rate the cleanliness of your cab,3
R8296,F1696,V2480,Four wheeler,how was the drivers behavior,3
R8297,F1697,V2700,Four wheeler,rate the cleanliness of your cab,1
R8297,F1697,V2700,Four wheeler,how was the drivers behavior,4
R8298,F1698,V2438,Auto,rate the cleanliness of your cab,1
R8298,F1698,V2438,Auto,how was the drivers behavior,4
R8300,F1700,V2264,Auto,rate the cleanliness of your cab,1
R8300,F1700,V2264,Auto,how was the drivers behavior,3
R8304,F1704,V1979,Bike,rate the use of helmet of your driver,1
R8304,F1704,V1979,Bike,rate the friendliness of your driver,2
R8306,F1706,V2355,Auto,rate the cleanliness of your cab,2
R8306,F1706,V2355,Auto,how was the drivers behavior,1
R8307,F1707,V1976,Auto,rate the cleanliness of your cab,2
R8307,F1707,V1976,Auto,how was the drivers behavior,1
R8309,F1709,V2446,Auto,rate the cleanliness of your cab,4
R8309,F1709,V2446,Auto,how was the drivers behavior,4
R8310,F1710,V2084,Auto,rate the cleanliness of your cab,4
R8310,F1710,V2084,Auto,how was the drivers behavior,4
R8311,F1711,V2156,Bike,rate the use of helmet of your driver,3
R8311,F1711,V2156,Bike,rate the friendliness of your driver,1
R8312,F1712,V2307,Bike,rate the use of helmet of your driver,2
R8312,F1712,V2307,Bike,rate the friendliness of your driver,2
R8314,F1714,V2648,Four wheeler,rate the cleanliness of your cab,3
R8314,F1714,V2648,Four wheeler,how was the drivers behavior,4
R8316,F1716,V2229,Auto,rate the cleanliness of your cab,2
R8316,F1716,V2229,Auto,how was the drivers behavior,1
R8317,F1717,V2750,Auto,rate the cleanliness of your cab,4
R8317,F1717,V2750,Auto,how was the drivers behavior,4
R8319,F1719,V2472,Auto,rate the cleanliness of your cab,2
R8319,F1719,V2472,Auto,how was the drivers behavior,4
R8320,F1720,V2555,Auto,rate the cleanliness of your cab,3
R8320,F1720,V2555,Auto,how was the drivers behavior,2
R8323,F1723,V1880,Bike,rate the use of helmet of your driver,1
R8323,F1723,V1880,Bike,rate the friendliness of your driver,1
R8324,F1724,V2586,Auto,rate the cleanliness of your cab,4
R8324,F1724,V2586,Auto,how was the drivers behavior,4
R8325,F1725,V2298,Auto,rate the cleanliness of your cab,4
R8325,F1725,V2298,Auto,how was the drivers behavior,3
R8326,F1726,V2197,Four wheeler,rate the cleanliness of your cab,4
R8326,F1726,V2197,Four wheeler,how was the drivers behavior,3
R8327,F1727,V1933,Auto,rate the cleanliness of your cab,3
R8327,F1727,V1933,Auto,how was the drivers behavior,1
R8329,F1729,V2556,Auto,rate the cleanliness of your cab,3
R8329,F1729,V2556,Auto,how was the drivers behavior,2
R8330,F1730,V2248,Auto,rate the cleanliness of your cab,4
R8330,F1730,V2248,Auto,how was the drivers behavior,2
